Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score
301,GD,Aerospace & Defense,-19.1,55.8,13.0,5.6,7.5,3.5,2.1,2.8,5.8,6.3,13.0,-19.1,19.3,-66.9,1.3,0.0,-22.7,126.0,254.0,254.0,276.0,276.0,0.0,0.0,301.0,301.0,221,19.2,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,254.0,254.0,276.0,276.0,0.0,0.0,,0.0,0.0,0.0,0.0,301.0,301.0,,,,,,,111111110,000011000,129.1,0.0,44.4,0.0,0.0,9.0,1.0,129.1
302,HUM,Healthcare,-100.0,30.0,0.3,1.2,10.2,49.9,63.5,53.1,3.1,-37.5,-64.7,-100.0,63.6,-169.4,2.4,0.0,-236.7,45.1,450.0,450.0,481.0,481.0,0.0,0.0,302.0,302.0,14,63.60000000000002,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,450.0,450.0,481.0,481.0,0.0,0.0,,0.0,0.0,0.0,0.0,302.0,302.0,,,,,,,111111000,111010000,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
303,JBHT,Airlines,-3.7,72.6,-0.4,-0.2,1.4,8.9,17.8,45.6,32.4,12.1,10.0,-3.7,39.4,-116.6,2.3,0.0,-30.5,141.4,228.0,228.0,245.0,245.0,0.0,0.0,303.0,303.0,-39,6.799999999999997,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,228.0,228.0,245.0,245.0,0.0,0.0,,0.0,0.0,0.0,0.0,303.0,303.0,,,,,,,011111110,000111000,129.1,0.0,66.7,0.0,0.0,9.0,1.0,129.1
304,JNJ,Pharmaceuticals,-17.1,65.1,2.2,1.1,11.6,7.4,7.6,19.5,25.4,12.3,1.9,-17.1,20.1,-85.4,1.9,0.0,-34.2,128.0,250.0,250.0,270.0,270.0,0.0,0.0,304.0,304.0,80,22.0,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,,250.0,250.0,270.0,270.0,0.0,0.0,,0.0,0.0,0.0,0.0,304.0,304.0,,,,,,,111111110,000010001,129.1,0.0,44.4,0.0,0.0,9.0,1.0,129.1
305,NSC,Industrials,-17.4,31.6,1.7,1.0,4.4,2.3,2.3,3.5,4.4,-11.9,-24.9,-17.4,59.6,-52.6,1.3,0.0,-56.8,127.7,251.0,251.0,272.0,272.0,0.0,0.0,305.0,305.0,179,34.60000000000001,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,,251.0,251.0,272.0,272.0,0.0,0.0,,0.0,0.0,0.0,0.0,305.0,305.0,,,,,,,111111000,111100000,129.1,0.0,88.9,0.0,0.0,9.0,1.0,129.1
306,PAYX,Industrials,-80.8,16.3,3.1,4.3,4.6,6.5,2.4,-11.6,-41.4,-59.3,-66.8,-80.8,70.8,-109.7,3.3,0.0,-6.4,64.3,392.0,392.0,423.0,423.0,0.0,0.0,306.0,306.0,115,-0.7000000000000002,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,392.0,392.0,423.0,423.0,0.0,0.0,,0.0,0.0,0.0,0.0,306.0,306.0,,,,,,,111100000,111111000,129.1,0.0,133.3,0.0,0.0,9.0,1.0,129.1
307,BALL,Packaging Materials,-116.7,12.0,-0.5,0.4,11.3,3.7,2.4,5.2,-21.7,-50.2,-83.0,-116.7,78.1,-143.0,2.1,0.0,-651.1,28.3,488.0,488.0,515.0,515.0,0.0,0.0,307.0,307.0,18,72.29999999999995,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,488.0,488.0,515.0,515.0,0.0,0.0,,0.0,0.0,0.0,0.0,307.0,307.0,,,,,,,111110000,111000000,106.89999999999999,0.0,66.7,22.2,1.0,9.0,1.0,129.1
308,SPGI,Financial Data & Exchanges,-52.6,11.4,5.5,5.6,5.3,0.4,-7.8,-17.3,-38.0,-51.1,-65.0,-52.6,95.4,-71.1,1.9,0.0,167.9,92.5,318.0,318.0,350.0,350.0,0.0,0.0,308.0,308.0,83,-526.7,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,318.0,318.0,350.0,350.0,0.0,0.0,,0.0,0.0,0.0,0.0,308.0,308.0,,,,,,,111000000,111101000,106.89999999999999,0.0,111.1,22.2,1.0,9.0,1.0,129.1
309,DG,Discount Stores,-135.3,7.7,-2.2,-3.3,6.0,-0.2,-11.3,-7.3,-24.1,-67.8,-99.9,-135.3,89.3,-153.4,1.6,0.0,-1329.2,9.8,525.0,525.0,547.0,547.0,0.0,0.0,309.0,309.0,-40,-217.5,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,,525.0,525.0,547.0,547.0,0.0,0.0,,0.0,0.0,0.0,0.0,309.0,309.0,,,,,,,010000000,111110000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
310,IDXX,Veterinary Diagnostics,-27.9,5.1,-0.3,-1.0,2.0,-4.0,-12.9,-17.8,-26.2,-45.7,-58.5,-27.9,217.2,-40.8,1.7,0.0,139.3,117.2,269.0,269.0,293.0,293.0,0.0,0.0,310.0,310.0,13,-29.899999999999977,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,269.0,269.0,293.0,293.0,0.0,0.0,,0.0,0.0,0.0,0.0,310.0,310.0,,,,,,,010000000,111110000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
311,QCOM,Semiconductors,-16.7,23.5,-12.0,-9.1,-12.1,-0.8,2.4,-1.2,-16.4,-30.1,-35.5,-16.7,125.7,-59.8,2.3,0.0,42.1,128.4,249.0,249.0,269.0,269.0,0.0,0.0,311.0,311.0,-101,21.8,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,249.0,249.0,269.0,269.0,0.0,0.0,,0.0,0.0,0.0,0.0,311.0,311.0,,,,,,,000100000,111110000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
312,TSCO,Specialty Retail,-81.3,7.3,-0.9,-0.4,0.1,-12.6,-26.7,-40.9,-67.1,-82.0,-84.3,-81.3,112.2,-110.0,1.6,0.0,776.0,63.8,393.0,393.0,425.0,425.0,0.0,0.0,312.0,312.0,-14,-466.70000000000005,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,393.0,393.0,425.0,425.0,0.0,0.0,,0.0,0.0,0.0,0.0,312.0,312.0,,,,,,,010000000,011111000,84.69999999999999,0.0,111.1,44.4,2.0,9.0,1.0,129.1
313,DVN,Oil & Gas E&P,-13.4,22.3,-3.8,-6.3,-5.1,-16.0,-11.5,-3.4,-27.2,-43.9,40.2,-13.4,286.9,-103.1,1.4,0.0,21.9,131.7,243.0,243.0,263.0,263.0,0.0,0.0,313.0,313.0,-102,2.1999999999999993,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,243.0,243.0,263.0,263.0,0.0,0.0,,0.0,0.0,0.0,0.0,313.0,313.0,,,,,,,000000010,000111000,62.4,0.0,66.7,66.7,3.0,9.0,1.0,129.1
314,EQT,Oil & Gas E&P,-12.5,45.0,-2.4,-2.3,-1.3,-11.0,-13.5,-15.8,-16.6,-7.6,60.4,-12.5,112.9,-116.6,1.2,0.0,20.1,132.6,240.0,240.0,259.0,259.0,0.0,0.0,314.0,314.0,-39,0.0,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,240.0,240.0,259.0,259.0,0.0,0.0,,0.0,0.0,0.0,0.0,314.0,314.0,,,,,,,000000010,000011100,62.4,0.0,66.7,66.7,3.0,9.0,1.0,129.1
315,PYPL,Financials,-182.6,1.9,-0.5,0.5,2.8,-4.8,-11.6,-28.3,-62.2,-96.2,-132.8,-182.6,284.2,-191.3,2.6,0.0,-5893.7,-37.5,589.0,589.0,591.0,591.0,0.0,0.0,315.0,315.0,15,1572.4000000000005,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,589.0,589.0,591.0,591.0,0.0,0.0,,0.0,0.0,0.0,0.0,315.0,315.0,,,,,,,110000000,111100000,84.6,0.0,88.9,44.4,2.0,9.0,1.0,129.0
316,JOBY,Airports & Air Services,-39.9,5.1,-4.0,-6.0,-15.6,-13.4,-21.4,-36.8,-19.9,-27.3,,-39.9,149.0,-87.6,1.8,0.0,-428.7,24.3,498.0,498.0,325.0,325.0,0.0,0.0,316.0,316.0,-11,-240.29999999999998,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,498.0,498.0,325.0,325.0,0.0,0.0,,0.0,0.0,0.0,0.0,316.0,316.0,,,,,,,0000000-0,-----0110,62.0,0.0,100.0,66.7,2.0,4.0,0.667,128.7
317,LII,HVAC Equipment,-2.4,31.7,-1.5,-1.0,16.6,10.2,6.4,-1.6,-19.5,2.0,-3.0,-2.4,101.7,-50.5,1.8,0.0,96.6,142.9,223.0,223.0,240.0,240.0,0.0,0.0,317.0,317.0,-11,-17.10000000000001,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,223.0,223.0,240.0,240.0,0.0,0.0,,0.0,0.0,0.0,0.0,317.0,317.0,19873566320.17,19.874,412.0,other,equity,data_raw,011100100,1-00011-0,103.3,0.0,66.7,22.2,1.0,9.0,1.0,125.5
318,MRSH,Financials,-68.3,15.6,2.9,3.5,7.7,2.4,-4.1,-12.9,-43.7,-56.0,-61.1,-68.3,65.4,-92.6,3.3,0.0,70.3,76.8,357.0,357.0,392.0,392.0,0.0,0.0,318.0,318.0,16,-64.8,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,357.0,357.0,392.0,392.0,0.0,0.0,,0.0,0.0,0.0,0.0,318.0,318.0,,,,,,,111000000,111111-00,125.3,0.0,133.3,0.0,0.0,9.0,1.0,125.3
319,PLD,Industrial REITs,-35.6,14.5,-3.3,-2.6,2.4,-1.9,-2.4,2.8,-12.6,-33.2,-43.5,-35.6,112.7,-60.3,1.8,0.0,-159.9,109.5,289.0,289.0,317.0,317.0,0.0,0.0,319.0,319.0,-34,-35.30000000000001,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,,289.0,289.0,317.0,317.0,0.0,0.0,,0.0,0.0,0.0,0.0,319.0,319.0,,,,,,,010010000,1111-1000,101.7,0.0,111.1,22.2,1.0,9.0,1.0,123.9
320,COIN,Financial Data & Stock Exchanges,-28.6,6.0,3.4,8.8,-1.8,-9.6,-15.9,-37.2,-38.5,-23.2,,-28.6,213.9,-64.8,1.8,0.0,1296.0,30.9,482.0,482.0,294.0,294.0,0.0,0.0,320.0,320.0,16,-7231.200000000001,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,482.0,482.0,294.0,294.0,0.0,0.0,,0.0,0.0,0.0,0.0,320.0,320.0,,,,,,,1000000-0,------110,90.2,0.0,133.3,33.3,1.0,3.0,0.5,123.5
321,TYL,Technology,-132.2,7.5,2.0,5.9,1.9,-5.8,-14.6,-32.9,-65.4,-83.9,-105.6,-132.2,77.0,-148.4,2.7,0.0,-65.2,12.9,521.0,521.0,545.0,545.0,0.0,0.0,321.0,321.0,17,60.099999999999994,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,521.0,521.0,545.0,545.0,0.0,0.0,,0.0,0.0,0.0,0.0,321.0,321.0,,,,,,,110000000,-11100000,76.7,0.0,66.7,44.4,2.0,9.0,1.0,121.1
322,AEP,Electric Utilities,-19.5,47.8,-5.3,-2.3,8.2,2.6,4.6,8.0,20.8,11.7,-1.6,-19.5,33.7,-67.3,1.5,0.0,-43.1,125.6,255.0,255.0,277.0,277.0,0.0,0.0,322.0,322.0,-12,4.799999999999997,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,255.0,255.0,277.0,277.0,0.0,0.0,,0.0,0.0,0.0,0.0,322.0,322.0,,,,,,,011111100,110000001,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
323,DGX,Healthcare,-28.8,36.0,1.0,0.6,7.0,4.5,4.9,6.1,7.5,-3.6,-11.6,-28.8,24.3,-58.0,1.8,0.0,-59.1,116.3,271.0,271.0,295.0,295.0,0.0,0.0,323.0,323.0,30,45.699999999999996,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,271.0,271.0,295.0,295.0,0.0,0.0,,0.0,0.0,0.0,0.0,323.0,323.0,,,,,,,111111000,000110001,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
324,DTE,Electric Power Generation,-20.4,28.1,-6.1,-2.4,7.2,1.4,2.6,1.3,-3.4,-13.6,-18.3,-20.4,45.4,-45.5,2.0,0.0,-30.6,124.7,258.0,258.0,279.0,279.0,0.0,0.0,324.0,324.0,31,2.299999999999997,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,258.0,258.0,279.0,279.0,0.0,0.0,,0.0,0.0,0.0,0.0,324.0,324.0,,,,,,,011110000,111011000,118.0,0.0,111.1,0.0,0.0,9.0,1.0,118.0
325,INCY,Healthcare,-96.9,19.3,-0.2,0.6,13.4,13.6,11.3,17.5,30.6,4.7,-30.8,-96.9,58.2,-133.2,1.8,0.0,-445.2,48.2,438.0,438.0,469.0,469.0,0.0,0.0,325.0,325.0,56,165.90000000000003,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,438.0,438.0,469.0,469.0,0.0,0.0,,0.0,0.0,0.0,0.0,325.0,325.0,,,,,,,111111100,000010001,118.0,0.0,44.4,0.0,0.0,9.0,1.0,118.0
326,KIM,Real Estate,-58.5,26.1,-9.0,-4.4,5.0,3.5,5.9,8.5,0.5,-15.6,-17.2,-58.5,15.2,-83.9,1.9,0.0,-147.9,86.5,334.0,334.0,365.0,365.0,0.0,0.0,326.0,326.0,-38,-25.200000000000003,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,334.0,334.0,365.0,365.0,0.0,0.0,,0.0,0.0,0.0,0.0,326.0,326.0,,,,,,,011111000,011011000,118.0,0.0,88.9,0.0,0.0,9.0,1.0,118.0
327,MRK,Pharmaceuticals,-33.8,39.7,-2.2,-1.5,8.9,5.8,6.2,20.2,-6.2,-16.0,-25.4,-33.8,61.4,-95.8,2.2,0.0,-58.7,111.3,285.0,285.0,312.0,312.0,0.0,0.0,327.0,327.0,-8,20.099999999999994,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,285.0,285.0,312.0,312.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,327.0,,,,,,,011110000,111011000,118.0,0.0,111.1,0.0,0.0,9.0,1.0,118.0
328,RF,Regional Banks,-10.4,39.2,-3.5,-1.4,5.5,4.6,3.8,6.1,12.0,-1.0,4.3,-10.4,47.5,-51.4,1.5,0.0,-37.3,134.7,237.0,237.0,256.0,256.0,0.0,0.0,328.0,328.0,-38,4.800000000000004,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,237.0,237.0,256.0,256.0,0.0,0.0,,0.0,0.0,0.0,0.0,328.0,328.0,,,,,,,011111010,100010001,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
329,ROST,Apparel Retail,-2.5,61.2,-4.9,-2.1,-1.1,-7.2,-2.4,12.4,12.5,20.6,5.7,-2.5,37.2,-63.8,2.1,0.0,-19.2,142.6,225.0,225.0,242.0,242.0,0.0,0.0,329.0,329.0,-130,-8.6,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,225.0,225.0,242.0,242.0,0.0,0.0,,0.0,0.0,0.0,0.0,329.0,329.0,,,,,,,000011110,111001100,118.0,0.0,111.1,0.0,0.0,9.0,1.0,118.0
330,RVTY,Healthcare,-117.5,12.3,-1.6,-1.5,7.9,14.9,10.5,8.9,-24.1,-60.0,-84.0,-117.5,69.5,-147.1,2.1,0.0,-619.2,27.6,492.0,492.0,517.0,517.0,0.0,0.0,330.0,330.0,-43,230.0,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,492.0,492.0,517.0,517.0,0.0,0.0,,0.0,0.0,0.0,0.0,330.0,330.0,,,,,,,011110000,111110000,118.0,0.0,111.1,0.0,0.0,9.0,1.0,118.0
331,TROW,Financials,-87.7,12.7,3.3,5.3,9.0,11.9,10.8,7.3,-9.6,-36.6,-61.1,-87.7,82.7,-112.0,2.0,0.0,-490.5,57.4,415.0,415.0,446.0,446.0,0.0,0.0,331.0,331.0,116,929.4000000000001,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,415.0,415.0,446.0,446.0,0.0,0.0,,0.0,0.0,0.0,0.0,331.0,331.0,,,,,,,111110000,111100000,118.0,0.0,88.9,0.0,0.0,9.0,1.0,118.0
332,USO,Unknown,-57.0,49.5,-8.6,-6.3,-10.1,3.1,29.0,40.7,28.1,20.0,25.0,-57.0,18.6,-129.8,3.3,0.0,-52.85624559912563,88.2,326.0,326.0,357.0,357.0,0.0,0.0,332.0,332.0,-11,0.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,326.0,326.0,357.0,357.0,0.0,0.0,,0.0,0.0,0.0,0.0,332.0,332.0,1705716992.0,1.706,543.0,other,equity,data_raw,001111110,000011001,118.0,0.0,66.7,0.0,0.0,9.0,1.0,118.0
333,WFC,Diversified Banks,-27.0,60.0,-0.8,-0.2,6.1,1.8,-3.4,-5.2,12.8,20.7,30.1,-27.0,15.8,-90.0,1.2,0.0,-15.7,118.1,267.0,267.0,289.0,289.0,0.0,0.0,333.0,333.0,-42,0.3000000000000007,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,267.0,267.0,289.0,289.0,0.0,0.0,,0.0,0.0,0.0,0.0,333.0,333.0,,,,,,,011001110,000001111,118.0,0.0,88.9,0.0,0.0,9.0,1.0,118.0
334,GPC,Auto Parts,-90.8,24.0,7.7,12.1,25.5,21.6,10.8,1.1,-23.2,-44.8,-53.2,-90.8,56.8,-136.8,1.9,0.0,-188.5,54.3,428.0,428.0,459.0,459.0,0.0,0.0,334.0,334.0,121,254.7,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,428.0,428.0,459.0,459.0,0.0,0.0,,0.0,0.0,0.0,0.0,334.0,334.0,,,,,,,111110000,000011000,95.8,0.0,44.4,22.2,1.0,9.0,1.0,118.0
335,NKE,Footwear & Accessories,-179.2,2.8,0.4,6.0,0.1,-4.2,-18.1,-33.4,-72.7,-104.1,-132.7,-179.2,81.7,-186.2,2.1,0.0,-3575.1,-34.1,585.0,585.0,588.0,588.0,0.0,0.0,335.0,335.0,55,968.7999999999997,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,585.0,585.0,588.0,588.0,0.0,0.0,,0.0,0.0,0.0,0.0,335.0,335.0,,,,,,,110000000,111110000,95.8,0.0,111.1,22.2,1.0,9.0,1.0,118.0
336,VRSK,Industrials,-108.0,14.1,0.1,1.2,3.4,-0.9,-9.3,-23.4,-55.8,-69.2,-88.2,-108.0,50.5,-133.4,2.9,0.0,-25.7,37.1,468.0,468.0,500.0,500.0,0.0,0.0,336.0,336.0,25,-1.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,468.0,468.0,500.0,500.0,0.0,0.0,,0.0,0.0,0.0,0.0,336.0,336.0,,,,,,,110000000,111100100,95.8,0.0,111.1,22.2,1.0,9.0,1.0,118.0
337,GPN,Specialty Business Services,-166.6,6.4,2.0,10.5,5.4,5.7,1.8,-6.5,-48.7,-78.7,-115.3,-166.6,72.1,-182.3,2.7,0.0,-1699.8,-21.5,573.0,573.0,578.0,578.0,0.0,0.0,337.0,337.0,119,2694.8999999999996,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,573.0,573.0,578.0,578.0,0.0,0.0,,0.0,0.0,0.0,0.0,337.0,337.0,,,,,,,111100000,111000000,95.69999999999999,0.0,66.7,22.2,1.0,9.0,1.0,117.9
338,NXPI,Semiconductors,-22.1,37.9,-6.4,-3.5,-6.2,0.7,6.4,9.3,-10.0,-18.6,-16.2,-22.1,56.6,-69.4,2.7,0.0,-25.0,123.0,260.0,260.0,280.0,280.0,0.0,0.0,338.0,338.0,-37,-11.8,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,260.0,260.0,280.0,280.0,0.0,0.0,,0.0,0.0,0.0,0.0,338.0,338.0,,,,,,,001110000,001111000,95.69999999999999,0.0,88.9,22.2,1.0,9.0,1.0,117.9
339,SBUX,Restaurants,-77.5,18.9,-3.4,-2.5,5.4,1.9,4.5,7.9,-9.5,-30.5,-52.2,-77.5,47.2,-105.9,1.7,0.0,-268.2,67.6,383.0,383.0,414.0,414.0,0.0,0.0,339.0,339.0,-43,-18.599999999999994,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,383.0,383.0,414.0,414.0,0.0,0.0,,0.0,0.0,0.0,0.0,339.0,339.0,,,,,,,011110000,111000000,95.69999999999999,0.0,66.7,22.2,1.0,9.0,1.0,117.9
340,KO,Soft Drinks,-34.1,37.5,-1.5,-0.3,6.2,3.2,4.4,7.0,3.2,-6.4,-14.2,-34.1,15.3,-63.0,1.8,0.0,-58.7,111.0,287.0,287.0,315.0,315.0,0.0,0.0,340.0,340.0,31,23.799999999999997,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,287.0,287.0,315.0,315.0,0.0,0.0,,0.0,0.0,0.0,0.0,340.0,340.0,,,,,,,011111000,-1101-000,114.5,0.0,66.7,0.0,0.0,9.0,1.0,114.5
341,ADA-USD,Cryptocurrency,-102.8,0.4,0.2,7.1,-11.4,-27.4,-39.4,-61.9,-94.7,-122.2,-98.8,-102.8,3485.6,-131.2,1.9,0.0,27944.9,7.9,528.0,528.0,488.0,488.0,0.0,0.0,341.0,341.0,31,-358.8999999999978,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,528.0,528.0,488.0,488.0,0.0,0.0,,0.0,0.0,0.0,0.0,341.0,341.0,,,,,,,100000000,--0110000,55.7,0.0,57.1,57.1,2.0,7.0,1.0,112.8
342,IQV,Healthcare,-97.6,18.0,3.5,6.1,7.3,12.2,3.0,-2.4,-32.1,-59.0,-78.0,-97.6,66.3,-132.9,2.2,0.0,-258.6,47.5,441.0,441.0,472.0,472.0,0.0,0.0,342.0,342.0,31,179.7,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,,441.0,441.0,472.0,472.0,0.0,0.0,,0.0,0.0,0.0,0.0,342.0,342.0,,,,,,,111100000,1111-0000,111.4,0.0,88.9,0.0,0.0,9.0,1.0,111.4
343,V,Transaction Processing,-14.4,32.9,10.8,5.5,8.6,8.0,5.1,-1.6,-12.1,-15.1,-28.0,-14.4,57.3,-49.1,2.4,0.0,18.7,130.7,245.0,245.0,265.0,265.0,0.0,0.0,343.0,343.0,31,-25.000000000000004,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,245.0,245.0,265.0,265.0,0.0,0.0,,0.0,0.0,0.0,0.0,343.0,343.0,,,,,,,111100000,11100-100,111.4,0.0,88.9,0.0,0.0,9.0,1.0,111.4
344,IR,Industrial Machinery,-26.9,17.9,-4.3,-3.1,7.6,0.5,-6.0,-9.5,-35.8,-35.7,-31.8,-26.9,89.2,-69.3,2.0,0.0,124.0,92.1,319.0,319.0,288.0,288.0,0.0,0.0,344.0,344.0,-5,-20.19999999999999,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,,319.0,319.0,288.0,288.0,0.0,0.0,,0.0,0.0,0.0,0.0,344.0,344.0,,,,,,,011000000,--1111100,109.60000000000001,0.0,142.9,0.0,0.0,7.0,1.0,109.6
345,FDS,Financial Data & Stock Exchanges,-138.9,11.4,1.6,5.7,-2.0,0.7,-2.3,-17.5,-63.1,-87.3,-107.7,-138.9,60.9,-164.1,2.5,0.0,-287.5,6.2,531.0,531.0,549.0,549.0,0.0,0.0,345.0,345.0,74,283.1,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,,531.0,531.0,549.0,549.0,0.0,0.0,,0.0,0.0,0.0,0.0,345.0,345.0,,,,,,,101000000,111111000,106.9,0.0,133.3,0.0,0.0,9.0,1.0,106.9
346,GL,Insurance - Life,-30.0,67.9,-2.5,-1.5,10.4,12.6,15.3,17.7,20.7,11.3,-1.2,-30.0,15.6,-125.1,1.2,0.0,-32.6,115.1,275.0,275.0,299.0,299.0,0.0,0.0,346.0,346.0,-32,2.0,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,275.0,275.0,299.0,299.0,0.0,0.0,,0.0,0.0,0.0,0.0,346.0,346.0,,,,,,,011111100,000011000,106.9,0.0,44.4,0.0,0.0,9.0,1.0,106.9
347,IVZ,Asset Management,-48.9,49.9,1.1,1.1,0.2,-0.3,-2.2,7.8,35.0,17.6,18.9,-48.9,8.3,-104.9,1.6,0.0,-77.2,96.2,309.0,309.0,339.0,339.0,0.0,0.0,347.0,347.0,95,12.599999999999994,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,,309.0,309.0,339.0,339.0,0.0,0.0,,0.0,0.0,0.0,0.0,347.0,347.0,,,,,,,110011110,000010001,106.9,0.0,44.4,0.0,0.0,9.0,1.0,106.9
348,MTB,Financials,-33.4,38.6,-3.4,-1.5,6.7,5.7,5.5,8.8,15.7,6.9,2.2,-33.4,29.4,-72.2,1.6,0.0,-60.5,111.7,284.0,284.0,311.0,311.0,0.0,0.0,348.0,348.0,0,5.200000000000003,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,284.0,284.0,311.0,311.0,0.0,0.0,,0.0,0.0,0.0,0.0,348.0,348.0,,,,,,,011111110,000000001,106.9,0.0,22.2,0.0,0.0,9.0,1.0,106.9
349,CNC,Healthcare,-117.2,23.9,-0.1,1.1,5.3,30.1,38.3,58.0,-10.9,-47.1,-73.5,-117.2,62.8,-173.0,2.0,0.0,-306.4,27.9,490.0,490.0,516.0,516.0,0.0,0.0,349.0,349.0,1,53.5,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,,490.0,490.0,516.0,516.0,0.0,0.0,,0.0,0.0,0.0,0.0,349.0,349.0,,,,,,,111110000,110010000,106.89999999999999,0.0,66.7,0.0,0.0,9.0,1.0,106.9
